#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 866000      3.84e-01      2.24e-03      2.22e-02    3.0e-04
 868000      2.35e-01      3.41e-02      9.83e-03    3.0e-04
 870000      1.71e-01      2.10e-02      5.60e-03    3.0e-04
 872000      5.87e-01      1.35e-02      3.38e-02    3.0e-04
 874000      6.42e-01      1.08e-02      3.70e-02    3.0e-04
 876000      5.10e-02      1.53e-03      2.89e-03    3.0e-04
 878000      1.36e-02      6.45e-04      7.46e-04    3.0e-04
 880000      4.51e-01      2.05e-02      2.62e-02    2.8e-04
 882000      6.98e-01      1.20e-02      4.14e-02    2.8e-04
 884000      7.16e-02      1.13e-03      4.24e-03    2.8e-04
 886000      6.25e-01      2.72e-03      3.72e-02    2.8e-04
 888000      3.76e-02      4.23e-03      1.88e-03    2.8e-04
 890000      7.95e-01      1.57e-02      4.69e-02    2.8e-04
 892000      4.15e-01      2.89e-03      2.47e-02    2.8e-04
 894000      1.43e-01      1.81e-02      4.31e-03    2.8e-04
 896000      2.37e-01      1.27e-03      1.41e-02    2.8e-04
 898000      8.19e-02      8.87e-03      4.16e-03    2.8e-04
 900000      8.61e-02      1.13e-02      3.99e-03    2.8e-04
 902000      6.49e-01      8.49e-02      1.77e-02    2.8e-04
 904000      2.96e-01      3.57e-02      1.01e-02    2.8e-04
 906000      1.35e-01      1.60e-02      6.59e-03    2.8e-04
 908000      1.72e-01      2.24e-02      4.75e-03    2.8e-04
 910000      5.13e-01      3.08e-03      3.05e-02    2.8e-04
 912000      2.62e-02      1.76e-03      1.39e-03    2.8e-04
 914000      2.44e-01      1.20e-02      1.42e-02    2.8e-04
 916000      1.42e-01      6.12e-03      8.09e-03    2.8e-04
 918000      8.15e-02      8.51e-03      3.42e-03    2.8e-04
 920000      1.57e-02      1.96e-03      4.95e-04    2.7e-04
 922000      2.84e-01      2.15e-03      1.74e-02    2.7e-04
 924000      2.88e-01      3.31e-02      1.08e-02    2.7e-04
 926000      9.64e-02      6.69e-03      5.56e-03    2.7e-04
 928000      2.11e-02      2.21e-03      9.00e-04    2.7e-04
 930000      4.32e-01      7.21e-04      2.65e-02    2.7e-04
 932000      4.96e-01      3.09e-03      3.04e-02    2.7e-04
 934000      1.59e-01      2.90e-03      9.64e-03    2.7e-04
 936000      1.90e-01      1.49e-02      9.81e-03    2.7e-04
 938000      8.49e-02      1.16e-02      1.76e-03    2.7e-04
 940000      1.40e-01      5.03e-03      8.46e-03    2.7e-04
 942000      1.55e-01      1.55e-02      6.87e-03    2.7e-04
 944000      1.54e-01      2.72e-02      4.83e-03    2.7e-04
 946000      2.91e-01      4.16e-03      1.77e-02    2.7e-04
 948000      2.91e-01      3.76e-03      1.78e-02    2.7e-04
 950000      2.23e-01      5.65e-04      1.36e-02    2.7e-04
 952000      5.18e-01      7.38e-03      3.16e-02    2.7e-04
 954000      8.31e-02      1.85e-03      5.03e-03    2.7e-04
 956000      4.25e-01      2.59e-03      2.60e-02    2.7e-04
 958000      1.42e-01      1.77e-02      4.53e-03    2.7e-04
 960000      8.33e-02      1.16e-02      3.85e-03    2.5e-04
 962000      4.08e-02      6.67e-04      2.55e-03    2.5e-04
 964000      2.19e-02      2.51e-03      8.34e-04    2.5e-04
 966000      8.19e-02      1.06e-02      4.00e-03    2.5e-04
 968000      2.52e-01      3.57e-02      2.87e-03    2.5e-04
 970000      2.50e-01      8.27e-03      1.56e-02    2.5e-04
 972000      5.39e-02      7.65e-03      5.93e-04    2.5e-04
 974000      8.76e-02      9.75e-03      4.62e-03    2.5e-04
 976000      1.84e-01      7.23e-03      1.14e-02    2.5e-04
 978000      6.20e-01      1.33e-02      3.88e-02    2.5e-04
 980000      4.18e-01      1.38e-02      2.61e-02    2.5e-04
 982000      4.90e-01      4.21e-03      3.08e-02    2.5e-04
 984000      1.34e-01      1.44e-02      7.52e-03    2.5e-04
 986000      4.23e-02      4.25e-03      1.91e-03    2.5e-04
 988000      5.46e-02      2.90e-03      3.20e-03    2.5e-04
 990000      1.17e-01      5.67e-03      6.94e-03    2.5e-04
 992000      7.95e-02      1.10e-02      1.48e-03    2.5e-04
 994000      3.63e-02      5.00e-03      6.91e-04    2.5e-04
 996000      1.38e-01      2.69e-02      2.44e-03    2.5e-04
 998000      5.01e-01      4.22e-03      3.15e-02    2.5e-04
1000000      4.04e-01      5.40e-03      2.62e-02    2.4e-04
1002000      1.01e-01      1.23e-02      5.23e-03    2.4e-04
1004000      5.63e-02      4.94e-03      2.89e-03    2.4e-04
1006000      6.49e-02      2.83e-04      4.21e-03    2.4e-04
1008000      5.33e-01      3.63e-02      3.04e-02    2.4e-04
1010000      6.39e-02      2.86e-03      4.04e-03    2.4e-04
1012000      5.35e-01      8.11e-03      3.46e-02    2.4e-04
1014000      1.18e-01      1.27e-02      5.00e-03    2.4e-04
1016000      3.89e-02      3.09e-03      2.09e-03    2.4e-04
1018000      3.79e-01      7.06e-03      2.45e-02    2.4e-04
1020000      7.04e-02      9.02e-03      2.02e-03    2.4e-04
1022000      2.01e-01      3.87e-02      3.86e-03    2.4e-04
1024000      4.18e-02      5.79e-03      6.74e-04    2.4e-04
1026000      4.75e-02      4.18e-03      2.43e-03    2.4e-04
1028000      1.68e-01      2.08e-02      5.44e-03    2.4e-04
1030000      4.47e-01      7.16e-03      2.89e-02    2.4e-04
1032000      6.01e-02      7.37e-03      2.00e-03    2.4e-04
1034000      2.99e-01      5.35e-03      1.93e-02    2.4e-04
1036000      7.75e-02      3.61e-04      5.02e-03    2.4e-04
1038000      4.70e-01      1.77e-02      3.01e-02    2.4e-04
1040000      6.41e-02      3.74e-03      4.09e-03    2.2e-04
1042000      1.88e-02      2.26e-03      6.70e-04    2.2e-04
1044000      3.08e-02      2.67e-03      1.62e-03    2.2e-04
1046000      1.28e-01      1.60e-02      4.05e-03    2.2e-04
1048000      1.18e-01      1.62e-02      5.68e-03    2.2e-04
1050000      1.27e-01      1.41e-02      5.21e-03    2.2e-04
1052000      2.38e-01      2.90e-03      1.58e-02    2.2e-04
1054000      2.24e-02      2.65e-03      8.17e-04    2.2e-04
1056000      7.72e-02      2.88e-03      4.97e-03    2.2e-04
1058000      6.66e-02      5.29e-03      3.68e-03    2.2e-04
1060000      4.71e-01      6.33e-03      3.14e-02    2.2e-04
1062000      4.83e-02      3.41e-03      2.79e-03    2.2e-04
1064000      6.08e-02      4.70e-03      3.40e-03    2.2e-04
1066000      7.19e-02      7.48e-03      4.10e-03    2.2e-04
1068000      1.10e-01      1.41e-02      5.62e-03    2.2e-04
1070000      1.46e-01      1.68e-02      5.72e-03    2.2e-04
1072000      3.47e-02      1.08e-04      2.31e-03    2.2e-04
1074000      6.56e-02      4.57e-03      3.81e-03    2.2e-04
1076000      1.02e-01      7.59e-03      5.81e-03    2.2e-04
1078000      4.68e-01      2.93e-03      3.12e-02    2.2e-04
1080000      3.24e-02      9.98e-04      2.20e-03    2.1e-04
1082000      1.02e-01      1.41e-03      7.00e-03    2.1e-04
1084000      4.59e-02      9.69e-04      3.14e-03    2.1e-04
1086000      6.35e-02      1.17e-02      1.64e-03    2.1e-04
1088000      4.17e-01      3.68e-03      2.86e-02    2.1e-04
1090000      4.90e-02      8.57e-03      1.60e-03    2.1e-04
1092000      4.63e-02      3.85e-03      2.56e-03    2.1e-04
1094000      1.05e-01      9.11e-03      5.66e-03    2.1e-04
1096000      8.71e-02      4.52e-03      5.77e-03    2.1e-04
1098000      7.21e-02      1.68e-03      4.88e-03    2.1e-04
1100000      7.75e-02      1.09e-02      4.22e-04    2.1e-04
1102000      5.56e-02      6.92e-03      1.78e-03    2.1e-04
1104000      2.92e-01      2.42e-02      1.82e-02    2.1e-04
1106000      4.29e-01      6.58e-03      2.93e-02    2.1e-04
1108000      2.03e-01      2.80e-03      1.39e-02    2.1e-04
1110000      3.51e-01      1.70e-03      2.41e-02    2.1e-04
1112000      5.37e-02      7.77e-04      3.67e-03    2.1e-04
1114000      3.41e-01      1.89e-02      2.25e-02    2.1e-04
1116000      1.08e-01      1.13e-02      4.96e-03    2.1e-04
1118000      4.92e-02      4.51e-03      3.00e-03    2.1e-04
1120000      1.16e-01      9.63e-03      7.42e-03    2.0e-04
1122000      1.45e-01      1.57e-02      8.58e-03    2.0e-04
1124000      8.18e-02      9.93e-03      2.85e-03    2.0e-04
1126000      1.33e-02      4.25e-04      9.15e-04    2.0e-04
1128000      5.04e-02      2.12e-03      3.40e-03    2.0e-04
1130000      5.84e-01      3.61e-03      4.13e-02    2.0e-04
1132000      9.12e-02      1.68e-02      2.34e-03    2.0e-04
1134000      1.00e-01      9.00e-03      6.29e-03    2.0e-04
1136000      3.39e-01      1.26e-03      2.40e-02    2.0e-04
1138000      1.39e-02      1.09e-03      8.11e-04    2.0e-04
1140000      4.32e-01      5.71e-03      3.04e-02    2.0e-04
1142000      4.88e-01      3.76e-03      3.44e-02    2.0e-04
1144000      6.79e-02      4.93e-03      4.46e-03    2.0e-04
1146000      1.34e-02      4.86e-04      9.16e-04    2.0e-04
1148000      1.10e-01      1.48e-02      1.91e-03    2.0e-04
1150000      1.11e-01      1.40e-02      3.39e-03    2.0e-04
1152000      4.78e-02      3.33e-03      2.93e-03    2.0e-04
1154000      3.46e-01      4.82e-03      2.44e-02    2.0e-04
1156000      3.79e-01      1.32e-03      2.68e-02    2.0e-04
1158000      4.92e-01      5.62e-03      3.47e-02    2.0e-04
1160000      4.02e-01      3.47e-03      2.92e-02    1.9e-04
1162000      4.95e-02      6.28e-03      1.46e-03    1.9e-04
1164000      8.05e-02      9.97e-03      4.53e-03    1.9e-04
1166000      4.47e-01      1.61e-02      3.14e-02    1.9e-04
1168000      4.97e-02      2.89e-04      3.61e-03    1.9e-04
1170000      1.74e-01      3.19e-02      4.45e-03    1.9e-04
1172000      1.13e-01      7.56e-03      7.19e-03    1.9e-04
1174000      1.69e-01      7.21e-04      1.23e-02    1.9e-04
1176000      4.88e-02      8.00e-03      1.94e-03    1.9e-04
1178000      2.74e-01      2.96e-03      1.99e-02    1.9e-04
1180000      7.12e-02      8.22e-03      4.18e-03    1.9e-04
1182000      7.31e-02      4.18e-03      5.08e-03    1.9e-04
1184000      4.20e-02      4.05e-03      2.20e-03    1.9e-04
1186000      2.43e-01      6.10e-03      1.76e-02    1.9e-04
1188000      3.36e-01      4.72e-03      2.44e-02    1.9e-04
1190000      4.14e-02      5.29e-04      3.00e-03    1.9e-04
1192000      8.11e-02      8.94e-03      3.58e-03    1.9e-04
1194000      3.68e-02      1.89e-03      2.48e-03    1.9e-04
1196000      1.94e-01      1.48e-02      1.33e-02    1.9e-04
1198000      2.02e-01      2.00e-02      1.27e-02    1.9e-04
1200000      4.44e-02      5.28e-03      2.63e-03    1.8e-04
1202000      1.89e-01      5.12e-03      1.39e-02    1.8e-04
1204000      3.74e-01      3.49e-03      2.80e-02    1.8e-04
1206000      6.34e-02      8.73e-03      3.36e-03    1.8e-04
1208000      4.92e-02      4.92e-03      2.53e-03    1.8e-04
1210000      3.53e-01      9.11e-03      2.62e-02    1.8e-04
1212000      3.47e-01      2.08e-03      2.59e-02    1.8e-04
1214000      4.47e-02      3.31e-03      3.09e-03    1.8e-04
1216000      7.06e-02      3.02e-03      5.15e-03    1.8e-04
1218000      5.55e-01      9.51e-03      4.14e-02    1.8e-04
1220000      5.38e-02      4.97e-03      2.98e-03    1.8e-04
1222000      1.62e-01      3.26e-03      1.21e-02    1.8e-04
1224000      1.69e-01      3.11e-02      4.14e-03    1.8e-04
1226000      1.61e-01      8.11e-04      1.20e-02    1.8e-04
1228000      3.35e-01      2.18e-03      2.51e-02    1.8e-04
1230000      2.17e-01      1.01e-02      1.59e-02    1.8e-04
1232000      8.23e-02      2.20e-03      6.04e-03    1.8e-04
1234000      4.32e-01      2.56e-03      3.23e-02    1.8e-04
1236000      2.27e-01      4.10e-04      1.70e-02    1.8e-04
1238000      1.70e-01      1.90e-02      1.05e-02    1.8e-04
1240000      7.07e-02      3.94e-03      5.21e-03    1.7e-04
1242000      6.18e-02      7.91e-03      3.57e-03    1.7e-04
1244000      2.40e-01      1.38e-02      1.68e-02    1.7e-04
1246000      1.87e-01      4.88e-03      1.41e-02    1.7e-04
1248000      1.82e-01      3.52e-03      1.40e-02    1.7e-04
1250000      7.22e-02      5.12e-03      5.18e-03    1.7e-04
1252000      2.14e-01      3.23e-03      1.64e-02    1.7e-04
1254000      7.87e-02      1.29e-02      3.24e-03    1.7e-04
1256000      6.87e-02      9.40e-03      3.74e-03    1.7e-04
1258000      4.61e-02      7.19e-04      3.53e-03    1.7e-04
1260000      5.24e-02      5.96e-03      3.26e-03    1.7e-04
1262000      4.65e-02      4.21e-03      3.16e-03    1.7e-04
1264000      7.83e-02      1.05e-02      1.22e-03    1.7e-04
1266000      8.97e-02      1.16e-02      5.16e-03    1.7e-04
1268000      4.72e-01      1.57e-02      3.58e-02    1.7e-04
1270000      1.24e-01      5.16e-03      9.29e-03    1.7e-04
1272000      4.56e-01      4.00e-03      3.51e-02    1.7e-04
1274000      7.76e-02      8.54e-03      3.55e-03    1.7e-04
1276000      7.50e-02      8.79e-03      2.99e-03    1.7e-04
1278000      3.94e-01      2.86e-03      3.03e-02    1.7e-04
1280000      5.08e-02      4.53e-04      4.02e-03    1.6e-04
1282000      7.00e-02      8.61e-03      2.37e-03    1.6e-04
1284000      7.33e-02      1.26e-02      2.61e-03    1.6e-04
1286000      1.14e-01      1.48e-02      6.63e-03    1.6e-04
1288000      1.40e-01      2.25e-02      6.15e-03    1.6e-04
1290000      3.93e-01      3.89e-03      3.10e-02    1.6e-04
1292000      6.39e-02      7.46e-03      4.03e-03    1.6e-04
1294000      1.69e-01      1.16e-03      1.34e-02    1.6e-04
1296000      2.20e-02      1.84e-03      1.38e-03    1.6e-04
1298000      3.69e-01      2.18e-03      2.92e-02    1.6e-04
1300000      5.68e-02      6.41e-03      2.53e-03    1.6e-04
1302000      8.97e-02      8.20e-03      6.26e-03    1.6e-04
1304000      3.12e-01      3.71e-03      2.46e-02    1.6e-04
1306000      4.05e-01      3.95e-03      3.21e-02    1.6e-04
1308000      1.71e-01      2.83e-03      1.35e-02    1.6e-04
1310000      1.54e-01      2.34e-03      1.22e-02    1.6e-04
1312000      3.54e-01      5.68e-03      2.78e-02    1.6e-04
1314000      7.45e-02      8.36e-03      4.79e-03    1.6e-04
1316000      3.34e-02      2.69e-03      2.13e-03    1.6e-04
1318000      3.51e-02      4.84e-04      2.76e-03    1.6e-04
1320000      3.30e-01      2.88e-03      2.69e-02    1.5e-04
1322000      1.93e-02      2.41e-03      6.05e-04    1.5e-04
1324000      8.28e-02      8.26e-03      4.57e-03    1.5e-04
1326000      4.87e-02      3.44e-04      3.97e-03    1.5e-04
1328000      6.25e-02      7.37e-03      4.01e-03    1.5e-04
1330000      1.69e-01      3.30e-03      1.37e-02    1.5e-04
1332000      2.23e-02      2.84e-03      6.22e-04    1.5e-04
1334000      7.78e-02      3.95e-03      6.12e-03    1.5e-04
1336000      1.21e-01      6.65e-03      9.00e-03    1.5e-04
1338000      1.90e-01      5.35e-03      1.53e-02    1.5e-04
1340000      4.98e-01      1.21e-03      4.06e-02    1.5e-04
1342000      1.06e-02      1.27e-03      3.96e-04    1.5e-04
1344000      9.45e-02      1.06e-02      6.23e-03    1.5e-04
1346000      4.26e-02      1.01e-03      3.42e-03    1.5e-04
1348000      7.57e-02      5.34e-03      5.74e-03    1.5e-04
1350000      4.92e-02      3.98e-03      3.21e-03    1.5e-04
1352000      6.82e-03      1.13e-04      5.52e-04    1.5e-04
1354000      3.67e-01      3.80e-03      2.99e-02    1.5e-04
1356000      1.38e-01      1.23e-02      8.51e-03    1.5e-04
1358000      5.45e-02      4.30e-03      4.04e-03    1.5e-04
1360000      2.12e-01      4.27e-03      1.76e-02    1.4e-04
1362000      5.02e-02      3.29e-03      3.68e-03    1.4e-04
1364000      5.93e-02      2.01e-03      4.90e-03    1.4e-04
1366000      5.19e-02      3.39e-03      3.81e-03    1.4e-04
1368000      3.10e-01      1.77e-03      2.60e-02    1.4e-04
1370000      1.88e-01      4.29e-03      1.56e-02    1.4e-04
1372000      7.31e-02      5.41e-03      5.65e-03    1.4e-04
1374000      3.07e-01      3.78e-03      2.57e-02    1.4e-04
1376000      3.38e-02      2.81e-03      2.55e-03    1.4e-04
1378000      1.17e-01      1.51e-03      9.75e-03    1.4e-04
1380000      3.61e-02      4.03e-03      1.70e-03    1.4e-04
1382000      2.23e-01      5.61e-03      1.85e-02    1.4e-04
1384000      8.31e-02      1.34e-02      3.72e-03    1.4e-04
1386000      6.93e-02      1.07e-02      3.43e-03    1.4e-04
1388000      1.90e-01      4.47e-03      1.58e-02    1.4e-04
1390000      3.73e-01      3.53e-03      3.12e-02    1.4e-04
1392000      4.18e-02      1.07e-03      3.45e-03    1.4e-04
1394000      5.33e-02      1.23e-03      4.40e-03    1.4e-04
1396000      4.24e-01      1.18e-02      3.52e-02    1.4e-04
1398000      3.34e-01      2.09e-02      2.65e-02    1.4e-04
1400000      1.24e-01      2.52e-03      1.07e-02    1.3e-04
1402000      3.30e-01      4.92e-03      2.85e-02    1.3e-04
1404000      9.96e-02      7.34e-03      7.18e-03    1.3e-04
1406000      2.35e-01      7.68e-03      2.00e-02    1.3e-04
1408000      1.42e-02      7.34e-04      1.13e-03    1.3e-04
1410000      3.10e-01      2.08e-03      2.67e-02    1.3e-04
1412000      6.23e-02      6.34e-03      3.50e-03    1.3e-04
1414000      6.09e-02      8.16e-03      3.24e-04    1.3e-04
1416000      3.05e-01      2.53e-03      2.63e-02    1.3e-04
1418000      2.94e-01      7.17e-04      2.54e-02    1.3e-04
1420000      3.93e-01      1.39e-02      3.35e-02    1.3e-04
1422000      1.52e-01      5.64e-03      1.28e-02    1.3e-04
1424000      3.85e-02      3.11e-03      2.65e-03    1.3e-04
1426000      4.35e-01      8.35e-03      3.74e-02    1.3e-04
1428000      2.04e-01      8.28e-03      1.73e-02    1.3e-04
1430000      3.58e-01      5.73e-03      3.08e-02    1.3e-04
1432000      3.24e-02      2.71e-03      2.51e-03    1.3e-04
1434000      3.38e-01      4.99e-03      2.91e-02    1.3e-04
1436000      4.49e-02      2.28e-03      3.58e-03    1.3e-04
1438000      5.03e-02      1.11e-03      4.32e-03    1.3e-04
1440000      2.74e-01      1.57e-03      2.43e-02    1.3e-04
1442000      3.13e-01      6.45e-03      2.76e-02    1.3e-04
1444000      7.36e-02      2.76e-03      6.41e-03    1.3e-04
1446000      1.92e-02      1.38e-03      1.57e-03    1.3e-04
1448000      4.55e-01      1.65e-03      4.04e-02    1.3e-04
1450000      1.65e-01      1.10e-02      1.37e-02    1.3e-04
1452000      5.82e-02      6.67e-03      4.12e-03    1.3e-04
1454000      2.51e-01      5.54e-04      2.23e-02    1.3e-04
1456000      3.51e-01      7.98e-03      3.09e-02    1.3e-04
1458000      7.00e-02      8.09e-03      3.12e-03    1.3e-04
1460000      2.64e-02      1.84e-03      2.00e-03    1.3e-04
1462000      1.53e-01      2.58e-03      1.35e-02    1.3e-04
1464000      4.11e-01      1.99e-02      3.40e-02    1.3e-04
1466000      1.77e-01      4.82e-03      1.56e-02    1.3e-04
1468000      2.95e-02      9.28e-05      2.62e-03    1.3e-04
1470000      4.09e-01      6.17e-03      3.62e-02    1.3e-04
1472000      2.65e-01      2.58e-03      2.35e-02    1.3e-04
1474000      1.09e-02      6.28e-04      8.77e-04    1.3e-04
